ig_media_id,id,caption,ig_id,username
17887621037938152,17887621037938152,"🎨 𝗔𝘀𝘀𝗮𝗽𝗼𝗿𝗮𝘁𝗲 𝘂𝗻'𝗲𝘀𝗽𝗹𝗼𝘀𝗶𝗼𝗻𝗲 𝗱𝗶 𝗰𝗼𝗹𝗼𝗿𝗶 𝗲 𝘀𝗮𝗽𝗼𝗿𝗶 𝗰𝗼𝗻 𝗶𝗹 𝗻𝗼𝘀𝘁𝗿𝗼 𝗱𝗲𝗹𝗶𝘇𝗶𝗼𝘀𝗼 𝘁𝗼𝗻𝗻𝗼 𝘀𝗮𝘀𝗵𝗶𝗺𝗶!🍇
Immergetevi in un mondo di #gusto e #creatività con questa #prelibatezza che unisce la freschezza del tonno sashimi alla cremosità della maionese ai frutti di bosco, arricchita dall'intenso sapore degli asparagi scottati.
💫 Lasciatevi trasportare in un viaggio culinario che celebra la varietà dei sapori e dei colori.
 📞 Info e Prenotazioni: 3385093300
📍 via del Littorale 164 dentro l'hotel Rex 
🕘 aperto 𝙩𝙪𝙩𝙩𝙚 𝙡𝙚 𝙨𝙚𝙧𝙚 sabato e domenica 𝙖𝙣𝙘𝙝𝙚 𝙖 𝙥𝙧𝙖𝙣𝙯𝙤!
#livorno #antignano #ristorante #ristorantedipesce #sperimentareincucina #vistapanoramica #cusindelmar #prenotaora #imperdibile",3304068347740965539,cusindelmar
18048814138595394,18048814138595394,"𝗔𝗽𝗲𝗿𝘁𝗶 𝘁𝘂𝘁𝘁𝗼 𝗹'𝗮𝗻𝗻𝗼 𝗽𝗲𝗿 𝘀𝗼𝗱𝗱𝗶𝘀𝗳𝗮𝗿𝗲 𝗶 𝘁𝘂𝗼𝗶 𝗱𝗲𝘀𝗶𝗱𝗲𝗿𝗶 𝗰𝘂𝗹𝗶𝗻𝗮𝗿𝗶!
Vogliamo informare i nostri amati clienti, nuovi e vecchi, che il nostro ristorante non chiude mai!
𝙎𝙞𝙖𝙢𝙤 𝙦𝙪𝙞 𝙥𝙚𝙧 𝙙𝙚𝙡𝙞𝙯𝙞𝙖𝙧𝙚 𝙞 𝙫𝙤𝙨𝙩𝙧𝙞 𝙥𝙖𝙡𝙖𝙩𝙞 𝙞𝙣 𝙤𝙜𝙣𝙞 𝙨𝙩𝙖𝙜𝙞𝙤𝙣𝙚, 𝙣𝙤𝙣 𝙨𝙤𝙡𝙤 𝙙'𝙚𝙨𝙩𝙖𝙩𝙚!
Che tu stia cercando una cena romantica invernale o un pranzo estivo al fresco, il nostro Team è pronto ad accoglierti tutto l'anno.

Vi aspettiamo per offrirvi un'esperienza gastronomica indimenticabile in qualsiasi momento!

📞 Info e Prenotazioni: 3385093300
📍 via del Littorale 164 dentro l' hotel Rex 
🕘 aperto 𝙩𝙪𝙩𝙩𝙚 𝙡𝙚 𝙨𝙚𝙧𝙚 sabato e domenica 𝙖𝙣𝙘𝙝𝙚 𝙖 𝙥𝙧𝙖𝙣𝙯𝙤!

#prenotaora #livorno #ristorante #ristorantevistamare #antignano #colori #sapori #passione #tramonto #winetasting #foodlover",3302482499290144564,cusindelmar
17998797614395047,17998797614395047,"🌹 Il conto alla rovescia è iniziato! 🕒 
𝙈𝙖𝙣𝙘𝙖 𝙙𝙖𝙫𝙫𝙚𝙧𝙤 𝙥𝙤𝙘𝙤 𝙥𝙚𝙧 𝙎𝙖𝙣 𝙑𝙖𝙡𝙚𝙣𝙩𝙞𝙣𝙤 𝙚 𝙡𝙚 𝙣𝙤𝙨𝙩𝙧𝙚 𝙥𝙧𝙚𝙣𝙤𝙩𝙖𝙯𝙞𝙤𝙣𝙞 𝙨𝙩𝙖𝙣𝙣𝙤 𝙫𝙤𝙡𝙖𝙣𝙙𝙤 𝙫𝙞𝙖! 💕 
Non perdete l'occasione di sorprendere la vostra dolce metà con una cena indimenticabile nel nostro ristorante. 
 𝘼𝙣𝙘𝙤𝙧𝙖 𝙥𝙤𝙘𝙝𝙞 𝙥𝙤𝙨𝙩𝙞 𝙙𝙞𝙨𝙥𝙤𝙣𝙞𝙗𝙞𝙡𝙞! 🍽️ 
𝗣𝗿𝗲𝗻𝗼𝘁𝗮𝘁𝗲 𝗼𝗿𝗮 𝗽𝗲𝗿 𝗮𝘀𝘀𝗶𝗰𝘂𝗿𝗮𝗿𝘃𝗶 𝘂𝗻𝗮 𝘀𝗲𝗿𝗮𝘁𝗮 𝗿𝗼𝗺𝗮𝗻𝘁𝗶𝗰𝗮 𝘃𝗶𝘀𝘁𝗮 𝗺𝗮𝗿𝗲! 
 📞 Info e Prenotazioni: 3385093300
📍 via del Littorale 164 dentro l'hotel Rex 
🕘 aperto 𝙩𝙪𝙩𝙩𝙚 𝙡𝙚 𝙨𝙚𝙧𝙚 sabato e domenica 𝙖𝙣𝙘𝙝𝙚 𝙖 𝙥𝙧𝙖𝙣𝙯𝙤!
#sanvalentinoday #prenotaora #sanvalentino #regaloperlei #regaloperlui  #cenaromantica #vistamare #livorno #antignano #livornomare",3302437540361134809,cusindelmar
18416847430009878,18416847430009878,"🌅✨ 𝗟'𝗔𝗿𝘁𝗲 𝗱𝗲𝗹 𝗧𝗿𝗮𝗺𝗼𝗻𝘁𝗼: 𝗕𝗲𝗻𝘃𝗲𝗻𝘂𝘁𝗶 𝘀𝘂𝗹𝗹𝗮 𝗡𝗼𝘀𝘁𝗿𝗮 𝗧𝗲𝗿𝗿𝗮𝘇𝘇𝗮 𝗮 𝗣𝗶𝗰𝗰𝗼 𝘀𝘂𝗹 𝗠𝗮𝗿𝗲! ✨🌊

Cari amici, 
Ogni sera, la nostra terrazza sul mare si trasforma in un palcoscenico per uno spettacolo unico: il #tramonto. 🌅
Con il sole che dipinge il cielo con sfumature dorate e arancioni, e il mare che si tinge di riflessi incandescenti, è difficile non rimanere incantati dalla sua bellezza mozzafiato.
#livorno #sunsetsea #terrazzapanoramica #colori #ristorante #ristorantevistamare #cusindelmar #antignano #livornomare #wonderfulplaces",3301980107310979378,cusindelmar
17887570775995070,17887570775995070,"🌅✨ 𝗘𝗺𝗼𝘇𝗶𝗼𝗻𝗶 𝗰𝗵𝗲 𝘀𝗶 𝗱𝗶𝗽𝗮𝗻𝗮𝗻𝗼 𝗰𝗼𝗺𝗲 𝗶 𝗰𝗼𝗹𝗼𝗿𝗶 𝗱𝗲𝗹 𝗰𝗶𝗲𝗹𝗼 𝗮𝗹 𝘁𝗿𝗮𝗺𝗼𝗻𝘁𝗼.✨🌅
 Benvenuti nel nostro angolo di paradiso, dove ogni sera lo spettacolo della natura prende vita. 
 Ogni istante diventa un quadro vivente, un'esperienza che rimarrà impressa nei vostri ricordi. 
𝙋𝙧𝙚𝙣𝙤𝙩𝙖 𝙤𝙧𝙖 𝙚 𝙧𝙚𝙜𝙖𝙡𝙖𝙩𝙞 𝙪𝙣 𝙢𝙤𝙢𝙚𝙣𝙩𝙤 𝙙𝙞 𝙥𝙪𝙧𝙖 𝙢𝙚𝙧𝙖𝙫𝙞𝙜𝙡𝙞𝙖 𝙖𝙡 𝙣𝙤𝙨𝙩𝙧𝙤 𝙧𝙞𝙨𝙩𝙤𝙧𝙖𝙣𝙩𝙚 𝙖 𝙥𝙞𝙘𝙘𝙤 𝙨𝙪𝙡 𝙢𝙖𝙧𝙚. 🍽️🌊

 📞 Info e Prenotazioni: 3385093300
📍 via del Littorale 164 dentro l' hotel Rex 
🕘 aperto 𝙩𝙪𝙩𝙩𝙚 𝙡𝙚 𝙨𝙚𝙧𝙚 sabato e domenica 𝙖𝙣𝙘𝙝𝙚 𝙖 𝙥𝙧𝙖𝙣𝙯𝙤!

 #TramontiDaSogno #VistaMare #NaturaInfinita #livorno #cusindelmar #ristorante #sapori #colori #RistoranteConVista #vistamare #ristorantesulmare",3301258868711087415,cusindelmar
18014429297501381,18014429297501381,"🌅 Tramonti incantevoli e sapori deliziosi si fondono in un'unica esperienza indimenticabile sulla terrazza del nostro ristorante #cusindelmar. Un'ode alla bellezza della natura mentre il sole si tuffa dolcemente nell'orizzonte, dipingendo il cielo con tonalità calde e avvolgenti. Benvenuti nel nostro angolo di paradiso, dove ogni tramonto è un'opera d'arte da vivere e assaporare.✨🍽️ #TramontiSullaTerrazza #RistoranteConVista #MagiaAlTramonto #ristorante #ristorantelivorno #livorno #colori #sapori",3301243440652631928,cusindelmar
18022095211958524,18022095211958524,"🍝✨ 𝗘𝗰𝗰𝗼 𝘂𝗻'𝗮𝘂𝘁𝗲𝗻𝘁𝗶𝗰𝗮 𝗲𝘀𝗽𝗲𝗿𝗶𝗲𝗻𝘇𝗮 𝗰𝘂𝗹𝗶𝗻𝗮𝗿𝗶𝗮 𝗰𝗵𝗲 𝘃𝗶 𝗳𝗮𝗿𝗮̀ 𝗶𝗻𝗻𝗮𝗺𝗼𝗿𝗮𝗿𝗲 𝗮 𝗼𝗴𝗻𝗶 𝗺𝗼𝗿𝘀𝗼!✨🍝
 Le nostre #tagliatelle all'uovo artigianali, accompagnate da un ricco sugo di  #crostacei e una delicata finitura di pesto di basilico e granella di pistacchio che aggiungono un'esplosione di #gusto e #texture e vi trasporteranno in un viaggio gustativo senza pari. 🦐🌿

🍽️ Non perdete l'opportunità di assaporare questa prelibatezza culinaria nel nostro ristorante.
𝙋𝙧𝙚𝙣𝙤𝙩𝙖𝙩𝙚 𝙤𝙧𝙖 𝙞𝙡 𝙫𝙤𝙨𝙩𝙧𝙤 𝙩𝙖𝙫𝙤𝙡𝙤 𝙚 𝙥𝙧𝙚𝙥𝙖𝙧𝙖𝙩𝙚𝙫𝙞 𝙖 𝙫𝙞𝙫𝙚𝙧𝙚 𝙪𝙣 𝙢𝙤𝙢𝙚𝙣𝙩𝙤 𝙙𝙞 𝙖𝙪𝙩𝙚𝙣𝙩𝙞𝙘𝙤 𝙥𝙞𝙖𝙘𝙚𝙧𝙚 𝙜𝙖𝙨𝙩𝙧𝙤𝙣𝙤𝙢𝙞𝙘𝙤!
 📞 Info e Prenotazioni: 3385093300
📍 via del Littorale 164 dentro l'hotel Rex 
🕘 aperto 𝙩𝙪𝙩𝙩𝙚 𝙡𝙚 𝙨𝙚𝙧𝙚 sabato e domenica 𝙖𝙣𝙘𝙝𝙚 𝙖 𝙥𝙧𝙖𝙣𝙯𝙤!

 #TagliatelleAllUovo #SugoDiCrostacei #PestoDiBasilico #GranellaDiPistacchio #CucinaArtigianale #livorno  #ristorantesulmare #vistamare",3300534847267085234,cusindelmar
17846340150154784,17846340150154784,"🌧️☔️ Anche se fuori la giornata è uggiosa🍽️🔥𝗜𝗹 𝗰𝗼𝗺𝗳𝗼𝗿𝘁 𝗻𝗼𝗻 𝗵𝗮 𝘀𝘁𝗮𝗴𝗶𝗼𝗻𝗲 𝗮𝗹 𝗻𝗼𝘀𝘁𝗿𝗼 𝗿𝗶𝘀𝘁𝗼𝗿𝗮𝗻𝘁𝗲! 🍽️🔥
 𝘾𝙤𝙣𝙘𝙚𝙙𝙚𝙩𝙚𝙫𝙞 𝙪𝙣 𝙢𝙤𝙢𝙚𝙣𝙩𝙤 𝙙𝙞 𝙘𝙤𝙘𝙘𝙤𝙡𝙚 𝙚 𝙙𝙚𝙡𝙞𝙯𝙞𝙖 𝙥𝙚𝙧 𝙨𝙘𝙖𝙘𝙘𝙞𝙖𝙧𝙚 𝙞𝙡 𝙜𝙧𝙞𝙜𝙞𝙤𝙧𝙚 𝙙𝙚𝙡𝙡𝙖 𝙜𝙞𝙤𝙧𝙣𝙖𝙩𝙖.
👨‍🍳 La nostra Brigata è pronta a deliziarvi con piatti che scaldano il cuore e l'anima. Ogni boccone è un abbraccio di calore e gusto.

🏠 Vi aspettiamo. Rilassatevi e lasciatevi viziare!

 📞 Info e Prenotazioni: 3385093300
📍 via del Littorale 164 dentro l' hotel Rex 
🕘 aperto 𝙩𝙪𝙩𝙩𝙚 𝙡𝙚 𝙨𝙚𝙧𝙚 sabato e domenica 𝙖𝙣𝙘𝙝𝙚 𝙖 𝙥𝙧𝙖𝙣𝙯𝙤!
🍂🍁 #CoccolatiDaNoi #PioggiaENuvole #ristorante #colori #sapori #ristorantesulmare #vistamare #prenotaora #saporiitaliani #cucinarechepassione #simangiabene #livorno",3299659110045548210,cusindelmar
18415078792024190,18415078792024190,"💖❤️ 𝗖𝗲𝗹𝗲𝗯𝗿𝗮 𝗹'𝗔𝗺𝗼𝗿𝗲 𝗰𝗼𝗻 𝗡𝗼𝗶 𝗤𝘂𝗲𝘀𝘁𝗼 𝗦𝗮𝗻 𝗩𝗮𝗹𝗲𝗻𝘁𝗶𝗻𝗼! ❤️💖
Cari amici,
Il giorno più #romantico dell'anno si avvicina e non potremmo essere più entusiasti di festeggiare con voi! Questo #SanValentino, vi invitiamo a vivere un'esperienza culinaria indimenticabile nel nostro accogliente #ristorante.

𝘋𝘢𝘭𝘭𝘦 𝘱𝘳𝘦𝘭𝘪𝘣𝘢𝘵𝘦𝘻𝘻𝘦 𝘨𝘢𝘴𝘵𝘳𝘰𝘯𝘰𝘮𝘪𝘤𝘩𝘦 𝘢𝘭𝘭𝘦 𝘢𝘵𝘮𝘰𝘴𝘧𝘦𝘳𝘦 𝘳𝘰𝘮𝘢𝘯𝘵𝘪𝘤𝘩𝘦, 𝘢𝘣𝘣𝘪𝘢𝘮𝘰 𝘵𝘶𝘵𝘵𝘰 𝘪𝘭 𝘯𝘦𝘤𝘦𝘴𝘴𝘢𝘳𝘪𝘰 𝘱𝘦𝘳 𝘳𝘦𝘯𝘥𝘦𝘳𝘦 𝘲𝘶𝘦𝘴𝘵𝘢 𝘨𝘪𝘰𝘳𝘯𝘢𝘵𝘢 𝘴𝘱𝘦𝘤𝘪𝘢𝘭𝘦 𝘥𝘢𝘷𝘷𝘦𝘳𝘰 𝘮𝘦𝘮𝘰𝘳𝘢𝘣𝘪𝘭𝘦.

#Prenotate ora per assicurarvi un tavolo e preparatevi a creare ricordi indimenticabili con coloro che amate!

Per prenotazioni e ulteriori informazioni, contattateci al 𝟯𝟯𝟴𝟱𝟬𝟵𝟯𝟯𝟬𝟬

Non vediamo l'ora di celebrare l'amore con voi!
Buon San Valentino! 💕🍷🍽️

📍 via del Littorale 164 dentro l'hotel Rex",3299055189359012355,cusindelmar
18141138403312817,18141138403312817,"𝘾𝙪𝙘𝙞𝙣𝙖𝙧𝙚 𝙚̀ 𝙨𝙞𝙘𝙪𝙧𝙖𝙢𝙚𝙣𝙩𝙚 𝙪𝙣 𝙖𝙩𝙩𝙤 𝙙’𝙖𝙢𝙤𝙧𝙚, 𝙡𝙤 𝙚̀ 𝙖𝙣𝙘𝙤𝙧𝙖 𝙙𝙞 𝙥𝙞𝙪̀ 𝙨𝙚 𝙡𝙤 𝙨𝙞 𝙛𝙖 𝙥𝙚𝙧 𝙜𝙡𝙞 𝙖𝙡𝙩𝙧𝙞.

Noi di #cusindelmar mettiamo passione ed amore in tutto ciò che facciamo e ci impegniamo ad offrirti solo prodotti di alta qualità.
Ne è un esempio il nostro antipasto di #gamberi croccanti con #asparagi, crema agrodolce e foglia di #wasabi .
𝙑𝙞𝙚𝙣𝙞 𝙖 𝙥𝙧𝙤𝙫𝙖𝙧𝙡𝙤, 𝙣𝙚 𝙧𝙞𝙢𝙖𝙧𝙧𝙖𝙞 𝙨𝙩𝙪𝙥𝙞𝙩𝙤!
 📞 Info e Prenotazioni: 3385093300
📍 via del Littorale 164 dentro l'hotel Rex 
🕘 aperto 𝙩𝙪𝙩𝙩𝙚 𝙡𝙚 𝙨𝙚𝙧𝙚 sabato e domenica 𝙖𝙣𝙘𝙝𝙚 𝙖 𝙥𝙧𝙖𝙣𝙯𝙤!
 #cucinareperpassione #cucinarechepassione #ristorante #ristorantelivorno #vistamare #ristorantesulmare #prenotaora #saporiitaliani #sapori #colori",3298420951880236301,cusindelmar
18029787031860741,18029787031860741,"• 𝙎𝙖𝙞 𝙘𝙤𝙨𝙖 𝙖𝙙𝙤𝙧𝙞𝙖𝙢𝙤 𝙛𝙖𝙧𝙚 𝙣𝙤𝙞 𝙙𝙞 #𝙘𝙪𝙨𝙞𝙣𝙙𝙚𝙡𝙢𝙖𝙧 ?
Sperimentare accostamenti nuovi di #colori e #sapori!
• 𝙎𝙖𝙞 𝙘𝙤𝙨'𝙖𝙡𝙩𝙧𝙤 𝙘𝙞 𝙥𝙞𝙖𝙘𝙚?
Vedere la soddisfazione sui volti dei nostri clienti quando i nostri piatti rispecchiano appieno le loro aspettative!
𝘛𝘪 𝘢𝘴𝘱𝘦𝘵𝘵𝘪𝘢𝘮𝘰 𝘱𝘦𝘳 𝘧𝘢𝘳𝘵𝘪 𝘱𝘳𝘰𝘷𝘢𝘳𝘦 𝘵𝘶𝘵𝘵𝘦 𝘭𝘦 𝘥𝘦𝘭𝘪𝘻𝘪𝘦 𝘥𝘦𝘭 𝘯𝘰𝘴𝘵𝘳𝘰 𝘯𝘶𝘰𝘷𝘰 𝘮𝘦𝘯𝘶̀!

 📞 Info e Prenotazioni: 3385093300
📍 via del Littorale 164 dentro l'hotel Rex 
🕘 aperto 𝙩𝙪𝙩𝙩𝙚 𝙡𝙚 𝙨𝙚𝙧𝙚 sabato e domenica 𝙖𝙣𝙘𝙝𝙚 𝙖 𝙥𝙧𝙖𝙣𝙯𝙤!
 #ristorantedipesce #ristorante  #vistamare  #livornomare  #antignano  #prodottidiqualità  #esperienzaenogastronomica  #simangiabene  #prenotaora",3297696163920651343,cusindelmar
18051273652411991,18051273652411991,,3151359082409260276,cadelgraspoduva
18008354971765966,18008354971765966,,3141122283627668276,cadelgraspoduva
17978306048346750,17978306048346750,,3141121300365765428,cadelgraspoduva
17992665479043632,17992665479043632,#Ca Del Graspo D'uva,3140551384377135704,cadelgraspoduva
17972719745388281,17972719745388281,#cadelgraspoduva Pagina · 127 follower Pagina · 1583 follower  @,3140550000827403697,cadelgraspoduva
17943663419655235,17943663419655235,#cadelgraspoduva #portosantamargherita #villaggioamare #ristorantecaorle #crudi #isto,3140546629378540363,cadelgraspoduva
17958284144479394,17958284144479394,,3138433941928282966,cadelgraspoduva
18286279282139225,18286279282139225,"E' iniziato il countdown per l’apertura del nuovo ristorante Ca' del Graspo d'Uva 
Vi aspettiamo per condividere con voi la nostra passione.
#cadelgraspoduva #villaggioamare #portosantamargherita #caorle #food #foodporn #foodlovers #foodphotography #foodblogger #foodpics",3125208289179955990,cadelgraspoduva
17988924998041200,17988924998041200,"Vi aspettiamo nella nuova pinseria CA' DELLA SPIGA D'ORO a pranzo, cena o per un aperitivo, per farvi vivere un tripudio di freschezza, colore e sapore 🤩@cadelgraspoduva
@portosantamargherita_caorle

#cadellaspigadoro #cadelgraspoduva
#pizzeria #pinseria #pinsery #pinsaromana #romangrip #romischergriff #pranzo #lunch #mittagessen #cena #dinner #abendessen #caorle #pizzeriacaorle
#portosantamargheritacaorle #pizzeriavillaggioamare #villaggioamarecaorle #foodporn #foodporn #foodstagram #foodblogger #foodlover #instafood #instagram #estate2023 #spiaggiacaorle",3121626974413164241,cadelgraspoduva
17970466592234675,17970466592234675,"CA' DELLA SPIGA D'ORO, una pinseria dove potrete degustare la vera pinsa romana 😋
Un mix di farine di frumento e soia, alle quali si uniscono riso e pasta madre, con una lenta maturazione che può arrivare fino a 72h di lievitazione.
Questo il segreto per un impasto gustoso, friabile e altamente digeribile...
@cadelgraspoduva
@portosantamargherita_caorle

#cadellaspigadoro #cadelgraspoduva #pizzeria #pinseria #pinsery #pinsaromana #romangrip #romischergriff #pranzo #lunch #mittagessen #cena #dinner #abendessen #pizzeriacaorle #portosantamargheritacaorle #villaggioamarecaorle #estate2023 #caorle #spiaggiacaorle #instafood #foodporn #foodblogger #foodlover #foodstagram",3121618244959364327,cadelgraspoduva
17896697228810191,17896697228810191,"Una nuova arrivata nel gruppo, la pinseria CA' DELLA SPIGA D'ORO, dove potrete degustare la vera pinsa romana 😋
@cadelgraspoduva
@portosantamargherita_caorle

#cadellaspigadoro #cadelgraspoduva #pizzeria #pinseria #pinsery #pinsaromana #romangrip #romischergriff #pranzo #lunch #mittagessen #cena #dinner #abendessen #pizzeriacaorle #portosantamargheritacaorle #villaggioamarecaorle #estate2023 #caorle #spiaggiacaorle #pizzeriavillaggioamare #instafood #food #foodporn #foodblogger #foodlover #foodstagram #venezia #veneto #italia",3121606137253571501,cadelgraspoduva
17955873800459152,17955873800459152,#offertalavorocaorle #offertalavoroportosantamargheritacaorle #caorle #portosantamargherita #stagioneestiva2023 #pizzeria #pizzeriacaorle,3116947362194130565,cadelgraspoduva
17889893096828939,17889893096828939,"Cucinare è creare emozione
Cit. Joel Robuchon

@cadelgraspoduva 

#cadelgraspoduva #ristorante #food #cucinagourmet #gourmetfood ##cucinacreativa #pesce #pescefresco #fish #fishfoodlover #lunch #dinner #ristorantecaorle #caorle #ristorantevillaggioamare #cucinaitaliana #portosantamargherita #veneto #italia #italy",3111001922030954751,cadelgraspoduva
18033658843493380,18033658843493380,"@cadelgraspoduva 

#cadelgraspoduva #caorle #ristorante #ristorantevillaggioamare #ristorantecaorle #food #cucinacreativa #cucinaitaliana #cucinagourmet #pescefresco #pesce #fish #fishfoodlover #lunch #dinner ##portosantamargherita #veneto #italia #italy",3110998432990791674,cadelgraspoduva
17929905404691872,17929905404691872,#cadelgraspoduva #ristorante #food #cucinagourmet #gourmetfood #cucinacreativa #pesce #pescefresco #fish #fishfoodlover #lunch #dinner #ristorantecaorle #ristorantevillaggioamare #caorle #portosantamargherita #veneto #italia #italy,3110993460878371000,cadelgraspoduva
17929778189687182,17929778189687182,"Next opening 🥳🥳🥳

#cadelgraspoduva #ristorante
#food #cucinagourmet #gourmetfood #cucinacreativa #pesce #pescefresco #fish #fishfoodlover #lunch #dinner #ristorantecaorle #caorle #ristorantevillaggioamare #portosantamargherita #cucinaitaliana #veneto #italia #italy",3110990640217291867,cadelgraspoduva
18037052188843094,18037052188843094,"Immergiti nei sapori del nostro territorio con il nostro Filetto di Cervo, un piatto che racchiude l'essenza della foresta. Accompagnato da cipollotti croccanti, asparagi freschi e il tocco rustico delle nocciole, è un'esperienza culinaria che parla direttamente al cuore.
Visita il nostro sito https://www.ristoranteciasadegahja.com/menu",3348845705521339280,ciasadegahja_ristorante
18046414993658929,18046414993658929,,3348375032059256973,ciasadegahja_ristorante
18093730030411776,18093730030411776,"I nostri più cari auguri per una buona Pasqua!
🤍🕊️🥚🐇

.
.
.

#ciasadegahjaristorante",3335692287167720958,ciasadegahja_ristorante
17992513559357249,17992513559357249,"È disponibile il nostro nuovo Menu!

Per info e prenotazioni:
 📞 375 521 5537

📍 Via Anzolet 13, Budoia, PN

.
.
.

#CiasaDeGahja",3319772424903798754,ciasadegahja_ristorante
18048167965613079,18048167965613079,"Happy International 𝒲𝑜𝓂𝑒𝓃's Day!
Auguri a tutte le 𝒟𝑜𝓃𝓃𝑒 !
 💛

Per info e prenotazioni:
📞 0434.671050
✅ 375.5215537

.
.
.

#CiasaDeGahjaRistorante",3319266327032334365,ciasadegahja_ristorante
18097326679387338,18097326679387338,"🐰🕊️🐇 Ti presentiamo il nostro speciale ℳ𝑒𝓃𝓊 𝒹𝒾 𝒫𝒶𝓈𝓆𝓊𝒶! 🐰🕊️🐇

• Entree dello Chef
𝗔𝗻𝘁𝗶𝗽𝗮𝘀𝘁𝗶 
• Carpaccio di Black Angus con verdurine croccanti in agrodolce.
• Flan di Asparagi con fonduta di formai Frant e guanciale croccante.
𝗣𝗿𝗶𝗺𝗼
• Risotto al Parmigiano con petto d’Anatra glassata
-raviolo di ananas marinato ripieno di sorbetto al limone-
𝗦𝗲𝗰𝗼𝗻𝗱𝗼
• Braccioline d’Agnello in crosta di Pistacchio con patate e carciofi
𝗗𝗲𝘀𝘀𝗲𝗿𝘁
• Cupola di Cioccolato fondente con sale Maldon e frutta fresca
(Comprende Acqua, Vino selezionato dalla nostra Sommelier e Caffè).

Per info e prenotazioni 📞  375 521 5537
📍 Via Anzolet 13, Budoia, PN

.
.
.

#CiasaDeGahja",3306289183515879048,ciasadegahja_ristorante
18300415855197197,18300415855197197,"♥️Quale posto migliore per festeggiare insieme il giorno più romantico dell’anno ♥️

@ciasadegahja_ristorante e @ciasadegahjahotel 
Vi aspettano per coccolarvi all’insegna del benessere, del buon cibo e della tranquillità 🥂🍓🍫🌹♥️",3291863861014539647,ciasadegahja_ristorante
17996347553221002,17996347553221002,"🇮🇹 Cari amici, gentili clienti, ☺️

Il ristorante resterà chiuso per ferie dal 9/01/24 al 22/01/24. 
Vi aspettiamo da  martedì 23 gennaio . 

🇺🇸 Dear friends, dear customers ☺️

The restaurant will stay closed for holiday from the 9th of January to the 22 of January. 

See you on Tuesday  23th of January 

[Restaurant Team]",3274973416179284799,ciasadegahja_ristorante
17973247307644518,17973247307644518,"🎉 Prenota ora il tuo Cenone di San Silvestro al nostro Ristorante Ciasa de Gahja.

🍾 Il nostro menu, preparato con passione e cura per ogni dettaglio, ti assicurerà un'esperienza indimenticabile per dare il benvenuto al 2024 nel modo più straordinario.

🌱 👧 Per coloro che prediligono un'opzione vegana o per i più piccoli, disponiamo di speciali Menù Vegano e Menù Bambini. Contattaci per ulteriori dettagli!

📍 Ci troviamo in Via Anzolet, 13, Budoia PN
📞 Chiamaci al 0434 671050",3260380063618018702,ciasadegahja_ristorante
17933092928687009,17933092928687009,"🎅Ci stiamo avvolgendo nell'atmosfera natalizia e il countdown verso il Natale è ormai agli sgoccioli! 🎅

🎄 Siamo felici di presentarvi il nostro menù, appositamente ideato per deliziare i vostri palati durante questa festa speciale!

✨Prenota ora il tuo Pranzo di Natale insieme ai tuoi cari al Ristorante Ciasa de Gahja

Disponibile anche menu per bambini e vegetariano 💚

📍 Via Anzolet 13, Budoia, PN
📞 Per info e prenotazioni 375 521 5537",3248285214059653927,ciasadegahja_ristorante
18074808982427344,18074808982427344,"🎄 Festeggia il Natale con Gusto, il nostro Menu ti aspetta 🎄

Lasciati avvolgere dalla calda atmosfera delle festività e dai piaceri gastronomici che abbiamo preparato per te.
Prenota il tuo tavolo ora e regalati, insieme ai tuoi cari, un'esperienza culinaria indimenticabile che rimarrà nei tuoi ricordi più preziosi.

Scopri i nostri Menù

Menù Base €85
Menù Vegetariano €80
Menù Bambino €25

Per rendere il tuo momento ancora più speciale, puoi scegliere tra oltre 100 etichette presenti nella nostra Carta dei Vini, o lasciarti tentare dal nostro Vino della Casa, un'autentica delizia a 10 euro al litro. 
Abbina il tuo pasto con il tocco perfetto di eleganza e gusto 🍷✨

Chiamaci al 375 521 5537 per scoprire il nostro Menù 💫

#ristoranteciasadegahja #budoia #pranzodinatale🎄 #menùdinatale",3247432313792194005,ciasadegahja_ristorante
18017051980801947,18017051980801947,"🍷 Un'esperienza enologica unica vi attende nel cuore della nostra cantina! Unisciti a noi per una straordinaria degustazione di vini selezionati, abbinati a prelibatezze gastronomiche preparate con cura. Il nostro ristorante diventa il palcoscenico perfetto per un viaggio del gusto che celebra l'incontro tra i migliori vini e la cucina raffinata. Prenota il tuo posto ora e lasciati trasportare in un'esperienza sensoriale indimenticabile! 🍇 #degustazionevini #cantinadelgusto #friulievent #fiuliveneziagiulia. #pordenone #pedemontana #VinoETradizione",3240310974765291319,ciasadegahja_ristorante
